,co,no2,o3,pm10,pm25,so2,date,source,Lat,Long,value
17636,14.0,20.0,42.0,49.0,100.0,6.0,2020-02-20,China,32.82838484848485,111.64908181818183,2275.060606060606
17637,11.0,14.0,33.0,49.0,128.0,4.0,2020-02-21,China,32.82838484848485,111.64908181818183,2289.3939393939395
17638,13.0,14.0,42.0,53.0,140.0,6.0,2020-02-22,China,32.82838484848485,111.64908181818183,2333.3636363636365
17639,12.0,15.0,43.0,60.0,144.0,8.0,2020-02-23,China,32.82838484848485,111.64908181818183,2334.0
17640,14.0,12.0,43.0,55.0,128.0,9.0,2020-02-24,China,32.82838484848485,111.64908181818183,2340.6363636363635
17641,14.0,15.0,43.0,72.0,131.0,4.0,2020-02-25,China,32.82838484848485,111.64908181818183,2356.181818181818
17642,16.0,9.0,27.0,57.0,160.0,4.0,2020-02-26,China,32.82838484848485,111.64908181818183,2368.6666666666665
17643,13.0,12.0,26.0,46.0,147.0,5.0,2020-02-27,China,32.82838484848485,111.64908181818183,2381.818181818182
17644,13.0,9.0,17.0,17.0,123.0,3.0,2020-02-28,China,32.82838484848485,111.64908181818183,2391.757575757576
17645,14.0,11.0,36.0,20.0,66.0,4.0,2020-02-29,China,32.82838484848485,111.64908181818183,2404.7272727272725
17646,12.0,8.0,34.0,39.0,83.0,3.0,2020-03-01,China,32.82838484848485,111.64908181818183,2422.181818181818
17668,12.0,12.0,21.0,71.0,173.0,3.0,2020-01-23,China,32.82838484848485,111.64908181818183,19.484848484848484
17669,5.0,7.0,28.0,39.0,174.0,2.0,2020-01-24,China,32.82838484848485,111.64908181818183,27.87878787878788
17670,7.0,7.0,23.0,46.0,116.0,2.0,2020-01-25,China,32.82838484848485,111.64908181818183,42.60606060606061
17671,5.0,6.0,30.0,32.0,131.0,3.0,2020-01-26,China,32.82838484848485,111.64908181818183,62.878787878787875
17672,8.0,6.0,28.0,45.0,104.0,2.0,2020-01-27,China,32.82838484848485,111.64908181818183,87.18181818181819
17673,7.0,9.0,33.0,55.0,137.0,2.0,2020-01-28,China,32.82838484848485,111.64908181818183,166.93939393939394
17674,7.0,15.0,35.0,54.0,154.0,4.0,2020-01-29,China,32.82838484848485,111.64908181818183,184.45454545454547
17675,8.0,20.0,42.0,55.0,154.0,4.0,2020-01-30,China,32.82838484848485,111.64908181818183,246.6969696969697
17676,10.0,22.0,45.0,68.0,153.0,5.0,2020-01-31,China,32.82838484848485,111.64908181818183,297.030303030303
17677,11.0,23.0,40.0,63.0,168.0,6.0,2020-02-01,China,32.82838484848485,111.64908181818183,360.3333333333333
