date, pm25, pm10, o3, no2, so2, co
2018/5/13, 45, 13, 40, 13, 1, 
2018/5/14, 31, 9, 43, 18, , 
2018/5/15, 27, 12, 49, 14, 1, 
2018/5/16, 33, 16, 49, 22, 2, 
2018/5/17, 43, 18, 54, 27, 2, 
2018/5/18, 44, 19, 44, 27, 1, 
2018/5/19, 52, 17, 45, 21, 1, 
2018/5/20, 52, 12, 48, 17, 1, 
2018/5/21, 41, 18, 50, 27, 1, 
2018/5/22, 50, 17, 39, 33, 1, 
2018/5/23, 52, 19, 51, 34, 1, 
2018/5/24, 54, 22, 44, 30, 1, 
2018/5/25, 51, 19, 36, 32, 1, 
2018/5/26, 55, 16, 40, 24, 1, 
2018/5/27, 51, 18, 44, 23, 2, 
2018/5/28, 49, 14, 34, 28, 1, 
2018/5/29, 48, 19, 32, 31, 2, 
2018/5/30, 51, 26, 37, 28, 1, 
2018/5/31, 53, 22, 43, 26, 1, 
2018/6/1, 53, 24, 40, 33, 2, 
2018/6/2, 60, 17, 45, 16, 1, 
2018/6/3, 45, 17, 41, 22, 1, 
2018/6/4, 51, 15, 33, 19, 2, 
2018/6/5, 42, 15, 36, 22, 1, 
2018/6/6, 37, 14, 32, 24, 1, 
2018/6/7, 40, 21, 39, 31, 2, 
2018/6/8, 54, 19, 27, 24, 1, 
2018/6/9, 56, 18, 35, 20, 1, 
2018/6/10, 52, 16, 33, 22, 1, 
2018/6/11, 46, 14, 35, 21, 1, 
2018/6/12, 37, 16, 37, 25, 1, 
2018/6/13, 44, 15, 41, 20, 1, 
2018/6/14, 40, 17, 46, 21, 1, 
2018/6/15, 47, 25, 49, 29, 2, 
2018/6/16, 58, 20, 45, 14, 2, 
2018/6/17, 50, 18, 45, 15, 1, 
2018/6/18, 42, 16, 35, 20, 1, 
2018/6/19, 40, 22, 61, 22, 3, 
2018/6/20, 47, 27, 59, 26, 3, 
2018/6/21, 54, 29, 53, 28, 2, 
2018/6/22, 56, 32, 63, 32, 2, 
2018/6/23, 60, 33, 74, 23, 2, 
2018/6/24, 66, 41, 59, 21, 2, 
2018/6/25, 70, 53, 71, 29, 2, 
2018/6/26, 80, 57, 62, 29, 2, 
2018/6/27, 96, 46, 42, 28, 2, 
2018/6/28, 79, 37, 46, 27, 2, 
2018/6/29, 66, 34, 46, 22, 2, 
2018/6/30, 66, 28, 39, 16, 2, 
2018/7/1, 60, 24, 38, 14, 2, 
2018/1/2, 32, 11, 31, 24, 4, 
2018/1/3, 31, 12, 16, 24, 16, 
2018/1/4, 42, 10, 18, 22, 8, 
2018/1/5, 38, 8, 23, 23, 1, 
2018/1/6, 27, 5, 30, 21, 1, 
2018/1/7, 19, 5, 23, 21, 1, 
2018/1/8, 22, 12, 18, 32, 3, 
2018/1/9, 38, 20, 7, 34, 2, 
2018/1/10, 63, 13, 19, 30, 1, 
2018/1/11, 45, 9, 31, 29, 2, 
2018/1/12, 27, 18, 23, 41, 3, 
2018/1/13, 49, 22, 8, 36, 2, 
2018/1/14, 67, 10, 21, 23, 3, 
2018/1/15, 36, 17, 19, 35, 3, 
2018/1/16, 54, 24, 16, 38, 3, 
2018/1/17, 56, 18, 22, 33, 4, 
2018/1/18, 52, 21, 14, 43, 4, 
2018/1/19, 59, 28, 7, 50, 6, 
2018/1/20, 73, 27, 21, 44, 4, 
2018/1/21, 74, 13, 23, 30, 3, 
2018/1/22, 45, 19, 9, 32, 4, 
2018/1/23, 56, 25, 9, 40, 5, 
2018/1/24, 63, 32, 6, 39, 4, 
2018/1/25, 81, 33, 14, 36, 3, 
2018/1/26, 78, 7, 28, 24, 3, 
2018/1/27, 25, 7, 29, 18, 4, 
2018/1/28, 23, 7, 29, 17, 4, 
2018/1/29, 25, 19, 22, 34, 3, 
2018/1/30, 48, 23, 18, 41, 4, 
2018/1/31, 60, 25, 11, 46, 4, 
2018/2/1, 64, 28, 24, 41, 4, 
2018/2/2, 68, 8, 30, 24, 3, 
2018/2/3, 28, 10, 30, 28, 2, 
2018/2/4, 33, 7, 27, 22, 1, 
2018/2/5, 30, 7, 21, 28, 2, 
2018/2/6, 30, 21, 25, 25, 2, 
2018/2/7, 58, 11, 26, 31, 3, 
2018/2/8, 37, 14, 24, 32, 3, 
2018/2/9, 46, 26, 20, 47, 3, 
2018/2/10, 68, 9, 33, 24, 3, 
2018/2/11, 32, 17, 26, 31, 3, 
2018/2/12, 54, 9, 30, 27, 2, 
2018/2/13, 29, 16, 29, 35, 2, 
2018/2/14, 47, 10, 26, 23, 1, 
2018/2/15, 36, 21, 21, 33, 2, 
2018/2/16, 59, 26, 11, 28, 3, 
2018/2/17, 74, 26, 24, 24, 3, 
2018/2/18, 69, 9, 31, 17, 5, 
2018/2/19, 25, 8, 30, 24, 5, 
2018/2/20, 26, 9, 29, 26, 4, 
2018/2/21, 26, 8, 32, 23, 3, 
2018/2/22, 26, 15, 29, 29, 3, 
2018/2/23, 44, 18, 27, 32, 3, 
2018/2/24, 51, 23, 33, 38, 4, 
2018/2/25, 61, 26, 34, 38, 3, 
2018/2/26, 70, 30, 25, 51, 5, 
2018/2/27, 74, 22, 27, 35, 2, 
2018/2/28, 62, 15, 24, 34, 2, 
2018/3/1, 54, 8, 35, 22, 1, 
2018/3/2, 30, 11, 28, 31, 2, 
2018/3/3, 43, 9, 38, 21, 1, 
2018/3/4, 36, 7, 35, 18, 1, 
2018/3/5, 28, 8, 36, 25, 1, 
2018/3/6, 28, 9, 31, 26, 1, 
2018/3/7, 33, 9, 35, 24, 2, 
2018/3/8, 33, 12, 26, 31, 1, 
2018/3/9, 44, 13, 19, 29, 1, 
2018/3/10, 46, 8, 29, 23, 1, 
2018/3/11, 28, 8, 36, 13, 1, 
2018/3/12, 26, 9, 34, 20, 1, 
2018/3/13, 27, 13, 30, 28, 1, 
2018/3/14, 39, 11, 25, 28, 1, 
2018/3/15, 39, 8, 39, 21, 1, 
2018/3/16, 27, 8, 35, 24, 1, 
2018/3/17, 27, 8, 35, 21, 1, 
2018/3/18, 29, 7, 39, 22, 2, 
2018/3/19, 26, 8, 37, 24, 2, 
2018/3/20, 29, 8, 35, 20, 4, 
2018/3/21, 25, 9, 41, 20, 4, 
2018/3/22, 30, 13, 41, 31, 3, 
2018/3/23, 40, 18, 30, 37, 3, 
2018/3/24, 53, 11, 38, 15, 2, 
2018/3/25, 26, 8, 38, 18, 3, 
2018/3/26, 22, 10, 40, 28, 4, 
2018/3/27, 37, 11, 35, 25, 3, 
2018/3/28, 37, 17, 31, 30, 3, 
2018/3/29, 48, 10, 40, 13, 2, 
2018/3/30, 32, 9, 42, 11, 2, 
2018/3/31, 21, 7, 42, 15, 2, 
2018/4/1, 19, 10, 37, 23, 3, 
2017/10/2, 45, 18, 17, 28, 4, 
2017/10/3, 47, 19, 21, 31, 5, 
2017/10/4, 49, 21, 30, 27, 4, 
2017/10/5, 47, 26, 31, 42, 4, 
2017/10/6, 57, 19, 37, 30, 3, 
2017/10/7, 43, 17, 39, 28, 5, 
2017/10/8, 35, 23, 39, 37, 3, 
2017/10/9, 53, 19, 31, 42, 4, 
2017/10/10, 43, 26, 35, 45, 3, 
2017/10/11, 50, 34, 41, 56, 2, 
2017/10/12, 68, 47, 44, 48, 2, 
2017/10/13, 78, 37, 33, 40, 1, 
2017/10/14, 64, 39, 35, 41, 2, 
2017/10/15, 64, 34, 37, 32, 1, 
2017/10/16, 62, 30, 33, 29, 1, 
2017/10/17, 54, 25, 27, 30, 1, 
2017/10/18, 55, 13, 23, 26, 1, 
2017/10/19, 39, 16, 32, 34, 1, 
2017/10/20, 48, 17, 27, 31, 1, 
2017/10/21, 48, 18, 26, 22, 1, 
2017/10/22, 54, 14, 30, 24, 1, 
2017/10/23, 34, 18, 24, 37, 2, 
2017/10/24, 44, 21, 18, 46, 2, 
2017/10/25, 52, 27, 19, 49, 3, 
2017/10/26, 62, 30, 20, 51, 3, 
2017/10/27, 68, 37, 24, 39, 2, 
2017/10/28, 68, 19, 30, 26, 1, 
2017/10/29, 44, 14, 29, 24, 1, 
2017/10/30, 39, 13, 26, 24, 1, 
2017/10/31, 35, 20, 28, 31, 2, 
2017/11/1, 46, 26, 28, 29, 2, 
2017/11/2, 60, 23, 28, 33, 2, 
2017/11/3, 58, 24, 28, 33, 2, 
2017/11/4, 63, 14, 28, 24, 1, 
2017/11/5, 47, 12, 33, 23, 3, 
2017/11/6, 40, 10, 28, 27, 3, 
2017/11/7, 28, 19, 19, 36, 3, 
2017/11/8, 47, 14, 32, 33, 4, 
2017/11/9, 41, 6, 34, 18, 3, 
2017/11/10, 21, 13, 29, 34, 4, 
2017/11/11, 38, 19, 21, 41, 4, 
2017/11/12, 56, 19, 23, 34, 4, 
2017/11/13, 58, 14, 38, 33, 4, 
2017/11/14, 39, 19, 22, 38, 4, 
2017/11/15, 49, 30, 12, 48, 5, 
2017/11/16, 65, 39, 8, 62, 7, 
2017/11/17, 85, 35, 8, 60, 6, 
2017/11/18, 78, 25, 16, 45, 6, 
2017/11/19, 61, 24, 18, 42, 5, 
2017/11/20, 63, 39, 9, 56, 6, 
2017/11/21, 84, 42, 9, 56, 6, 
2017/11/22, 90, 52, 1, 74, 9, 
2017/11/23, 114, 42, 15, 56, 6, 
2017/11/24, 83, 37, 19, 47, 4, 
2017/11/25, 73, 33, 20, 37, 3, 
2017/11/26, 67, 10, 25, 21, 4, 
2017/11/27, 28, 24, 14, 39, 5, 
2017/11/28, 56, 38, 2, 47, 5, 
2017/11/29, 83, 21, 28, 31, 4, 
2017/11/30, 55, 9, 28, 28, 4, 
2017/12/1, 31, 9, 32, 29, 4, 
2017/12/2, 30, 9, 28, 30, 4, 
2017/12/3, 30, 10, 28, 28, 5, 
2017/12/4, 35, 20, 18, 39, 6, 
2017/12/5, 57, 24, 13, 46, 6, 
2017/12/6, 65, 28, 12, 44, 7, 
2017/12/7, 77, 39, 9, 45, 7, 
2017/12/8, 95, 49, 6, 44, 6, 
2017/12/9, 125, 37, 22, 33, 5, 
2017/12/10, 100, 10, 28, 18, 2, 
2017/12/11, 31, 7, 33, 22, 2, 
2017/12/12, 26, 14, 25, 32, 4, 
2017/12/13, 41, 18, 19, 38, 4, 
2017/12/14, 55, 10, 21, 25, 1, 
2017/12/15, 40, 8, 31, 29, 2, 
2017/12/16, 25, 15, 27, 35, 3, 
2017/12/17, 49, 7, 30, 24, 3, 
2017/12/18, 26, 27, 16, 43, 4, 
2017/12/19, 71, 21, 21, 45, 4, 
2017/12/20, 58, 40, 3, 62, 6, 
2017/12/21, 91, 30, 8, 51, 5, 
2017/12/22, 77, 43, 2, 65, 7, 
2017/12/23, 106, 23, 18, 35, 4, 
2017/12/24, 67, 20, 14, 30, 3, 
2017/12/25, 65, 25, 7, 26, 2, 
2017/12/26, 75, 13, 23, 26, 2, 
2017/12/27, 44, 6, 31, 23, 2, 
2017/12/28, 20, 8, 25, 28, 2, 
2017/12/29, 26, 9, 29, 27, 2, 
2017/12/30, 36, 10, 22, 23, 2, 
2017/12/31, 37, , , , , 
2017/7/2, 26, 10, 35, 12, 1, 
2017/7/3, 25, 15, 38, 22, 3, 
2017/7/4, 33, 22, 34, 22, 2, 
2017/7/5, 41, 30, 52, 22, 2, 
2017/7/6, 53, 25, 28, 24, 3, 
2017/7/7, 55, 22, 27, 23, 3, 
2017/7/8, 50, 20, 39, 22, 4, 
2017/7/9, 55, 24, 53, 28, 4, 
2017/7/10, 63, 24, 42, 28, 4, 
2017/7/11, 55, 19, 56, 32, 2, 
2017/7/12, 54, 25, 61, 43, 4, 
2017/7/13, 65, 39, 49, 47, 4, 
2017/7/14, 73, 39, 51, 36, 3, 
2017/7/15, 70, 28, 70, 21, 2, 
2017/7/16, 56, 25, 65, 19, 2, 
2017/7/17, 55, 26, 54, 32, 4, 
2017/7/18, 57, 41, 53, 29, 4, 
2017/7/19, 66, 26, 41, 23, 4, 
2017/7/20, 50, 17, 57, 25, 4, 
2017/7/21, 44, 20, 50, 27, 4, 
2017/7/22, 49, 18, 53, 24, 3, 
2017/7/23, 49, 21, 52, 20, 4, 
2017/7/24, 56, 19, 57, 18, 2, 
2017/7/25, 47, 13, 49, 13, 3, 
2017/7/26, 35, 16, 45, 22, 1, 
2017/7/27, 43, 23, 48, 30, 4, 
2017/7/28, 52, 28, 64, 43, 6, 
2017/7/29, 67, 21, 52, 32, 5, 
2017/7/30, 56, 39, 34, 27, 5, 
2017/7/31, 61, 47, 40, 26, 5, 
2017/8/1, 64, 21, 44, 23, 4, 
2017/8/2, 47, 28, 61, 26, 3, 
2017/8/3, 56, 30, 64, 32, 4, 
2017/8/4, 61, 22, 58, 26, 5, 
2017/8/5, 57, 27, 50, 23, 2, 
2017/8/6, 66, 22, 55, 13, 5, 
2017/8/7, 50, 27, 55, 22, 2, 
2017/8/8, 55, 17, 49, 15, 1, 
2017/8/9, 40, 21, 44, 13, 1, 
2017/8/10, 42, 13, 40, 10, 4, 
2017/8/11, 28, 14, 47, 14, 3, 
2017/8/12, 31, 15, 60, 13, 2, 
2017/8/13, 39, 17, 56, 21, 5, 
2017/8/14, 43, 26, 46, 18, 4, 
2017/8/15, 50, 35, 47, 14, 3, 
2017/8/16, 56, 37, 56, 25, 4, 
2017/8/17, 67, 31, 61, 21, 4, 
2017/8/18, 61, 35, 55, 32, 4, 
2017/8/19, 67, 21, 61, 15, 4, 
2017/8/20, 49, 24, 68, 15, 4, 
2017/8/21, 52, 26, 54, 20, 4, 
2017/8/22, 50, 38, 56, 19, 4, 
2017/8/23, 60, 47, 58, 34, 4, 
2017/8/24, 68, 32, 50, 28, 4, 
2017/8/25, 60, 33, 41, 33, 4, 
2017/8/26, 61, 40, 37, 27, 3, 
2017/8/27, 64, 33, 30, 14, 2, 
2017/8/28, 61, 24, 17, 21, 6, 
2017/8/29, 54, 18, 30, 18, 6, 
2017/8/30, 48, 18, 44, 20, 4, 
2017/8/31, 51, 15, 53, 18, 3, 
2017/9/1, 41, 13, 45, 15, 4, 
2017/9/2, 41, 11, 42, 15, 4, 
2017/9/3, 35, 18, 57, 34, 5, 
2017/9/4, 53, 13, 42, 21, 2, 
2017/9/5, 39, 19, 50, 24, 2, 
2017/9/6, 49, 25, 7, 61, 1, 
2017/9/7, 56, , , , , 
2017/9/12, 40, 14, 35, 17, 2, 
2017/9/13, 37, 19, 42, 32, 3, 
2017/9/14, 46, 20, 36, 37, 5, 
2017/9/15, 49, 13, 32, 13, 1, 
2017/9/16, 30, 11, 34, 12, 2, 
2017/9/17, 21, 11, 41, 22, 5, 
2017/9/18, 33, 12, 37, 25, 5, 
2017/9/19, 36, 18, 40, 34, 4, 
2017/9/20, 47, 17, 42, 37, 4, 
2017/9/21, 41, 30, 51, 50, 4, 
2017/9/22, 65, 23, 45, 32, 4, 
2017/9/23, 54, 20, 47, 26, 2, 
2017/9/24, 49, 29, 49, 41, 4, 
2017/9/25, 65, 23, 41, 37, 4, 
2017/9/26, 52, 15, 33, 24, 2, 
2017/9/27, 43, 26, 40, 42, 5, 
2017/9/28, 56, 31, 36, 47, 5, 
2017/9/29, 64, 36, 39, 46, 5, 
2017/9/30, 65, 36, 33, 39, 5, 
2017/10/1, 59, 17, 27, 17, 4, 
2017/4/2, 23, 10, 41, 19, 1, 
2017/4/3, 28, 11, 37, 22, 2, 
2017/4/4, 27, 16, 42, 36, 3, 
2017/4/5, 38, 11, 38, 20, 2, 
2017/4/6, 30, 14, 44, 21, 2, 
2017/4/7, 40, 18, 44, 24, 2, 
2017/4/8, 44, 23, 53, 25, 2, 
2017/4/9, 54, 19, 49, 22, 2, 
2017/4/10, 44, 22, 39, 25, 9, 
2017/4/11, 48, 25, 46, 33, 7, 
2017/4/12, 50, 25, 54, 33, 2, 
2017/4/13, 56, 31, 48, 31, 2, 
2017/4/14, 63, 39, 39, 26, 2, 
2017/4/15, 64, 20, 42, 23, 2, 
2017/4/16, 45, 19, 45, 14, 2, 
2017/4/17, 43, 26, 43, 35, 2, 
2017/4/18, 54, 20, 43, 24, 1, 
2017/4/19, 41, 19, 38, 17, 1, 
2017/4/20, 37, 16, 38, 17, 1, 
2017/4/21, 40, 16, 44, 20, 2, 
2017/4/22, 41, 13, 44, 21, 1, 
2017/4/23, 32, 20, 48, 29, 2, 
2017/4/24, 47, 31, 42, 34, 2, 
2017/4/25, 56, 44, 42, 30, 1, 
2017/4/26, 69, 22, 40, 21, 1, 
2017/4/27, 49, 11, 43, 16, 2, 
2017/4/28, 29, 13, 40, 16, 2, 
2017/4/29, 34, 11, 29, 18, 2, 
2017/4/30, 38, 13, 35, 19, 2, 
2017/5/1, 42, 9, 41, 13, 1, 
2017/5/2, 27, 14, 41, 22, 2, 
2017/5/3, 45, 17, 42, 26, 2, 
2017/5/4, 47, 24, 36, 40, 2, 
2017/5/5, 55, 21, 35, 30, 1, 
2017/5/6, 46, 10, 37, 17, 1, 
2017/5/7, 30, 13, 43, 19, 2, 
2017/5/8, 36, 20, 46, 27, 2, 
2017/5/9, 46, 25, 46, 33, 2, 
2017/5/10, 53, 17, 40, 20, 2, 
2017/5/11, 44, 10, 35, 23, 2, 
2017/5/12, 30, 11, 30, 25, 2, 
2017/5/13, 34, 12, 26, 19, 2, 
2017/5/14, 35, 14, 29, 20, 2, 
2017/5/15, 39, 17, 36, 22, 2, 
2017/5/16, 45, 25, 46, 32, 3, 
2017/5/17, 61, 22, 44, 28, 2, 
2017/5/18, 51, 15, 38, 21, 2, 
2017/5/19, 43, 12, 46, 23, 2, 
2017/5/20, 36, 14, 49, 22, 2, 
2017/5/21, 39, 20, 38, 29, 2, 
2017/5/22, 45, 28, 58, 32, 3, 
2017/5/23, 54, 27, 52, 27, 2, 
2017/5/24, 53, 24, 56, 27, 2, 
2017/5/25, 50, 27, 58, 31, 2, 
2017/5/26, 54, 40, 50, 34, 2, 
2017/5/27, 64, 33, 47, 23, 2, 
2017/5/28, 55, 26, 45, 16, 3, 
2017/5/29, 49, 23, 39, 23, 2, 
2017/5/30, 54, 19, 45, 21, 2, 
2017/5/31, 49, 23, 53, 25, 2, 
2017/6/1, 49, 26, 61, 27, 1, 
2017/6/2, 54, 34, 51, 35, 3, 
2017/6/3, 62, 22, 45, 17, , 
2017/6/4, 54, 16, 38, 12, , 
2017/6/5, 47, 15, 43, 21, 1, 
2017/6/6, 37, 17, 43, 20, 2, 
2017/6/7, 45, 23, 60, 25, 2, 
2017/6/8, 45, 34, 56, 31, 3, 
2017/6/9, 58, 31, 44, 31, 2, 
2017/6/10, 61, 28, 40, 27, 3, 
2017/6/11, 58, 36, 44, 29, 4, 
2017/6/12, 68, 29, 48, 30, 2, 
2017/6/13, 55, 28, 60, 24, 2, 
2017/6/14, 58, 39, 61, 35, 4, 
2017/6/15, 63, 50, 55, 45, 4, 
2017/6/16, 78, 36, 76, 29, 2, 
2017/6/17, 66, 35, 60, 31, 2, 
2017/6/18, 73, 25, 66, 20, 1, 
2017/6/19, 59, 35, 46, 24, 3, 
2017/6/20, 62, 30, 47, 25, 2, 
2017/6/21, 66, 28, 37, 29, 2, 
2017/6/22, 63, 36, 51, 40, 3, 
2017/6/23, 71, 30, 50, 36, 3, 
2017/6/24, 64, 27, 41, 27, 3, 
2017/6/25, 58, 31, 37, 23, 2, 
2017/6/26, 58, 26, 47, 24, 1, 
2017/6/27, 59, 20, 38, 30, 2, 
2017/6/28, 50, 16, 35, 20, , 
2017/6/29, 34, 13, 40, 18, , 
2017/6/30, 31, 10, 33, 16, 2, 
2017/7/1, 27, 9, 35, 9, 2, 
2017/1/3, 79, 39, 7, 37, 6, 
2017/1/4, 95, 45, 12, 45, 6, 
2017/1/5, 106, 37, 6, 38, 5, 
2017/1/6, 91, 29, 17, 40, 7, 
2017/1/7, 77, 26, 11, 39, 6, 
2017/1/8, 73, 34, 10, 41, 7, 
2017/1/9, 88, 35, 9, 46, 6, 
2017/1/10, 80, 38, 5, 47, 8, 
2017/1/11, 89, 21, 21, 38, 6, 
2017/1/12, 53, 29, 16, 38, 6, 
2017/1/13, 71, 12, 30, 24, 4, 
2017/1/14, 36, 13, 28, 32, 5, 
2017/1/15, 38, 13, 30, 29, 4, 
2017/1/16, 37, 22, 27, 41, 5, 
2017/1/17, 57, 11, 30, 26, 5, 
2017/1/18, 29, 11, 28, 23, 5, 
2017/1/19, 29, 14, 27, 23, 5, 
2017/1/20, 42, 15, 28, 20, 4, 
2017/1/21, 43, 11, 30, 23, 5, 
2017/1/22, 37, 21, 25, 33, 6, 
2017/1/23, 59, 21, 26, 37, 6, 
2017/1/24, 57, 36, 23, 54, 7, 
2017/1/25, 77, 33, 18, 45, 6, 
2017/1/26, 73, 37, 16, 42, 6, 
2017/1/27, 86, 17, 25, 30, 3, 
2017/1/28, 59, 10, 32, 24, 3, 
2017/1/29, 30, 17, 21, 25, 2, 
2017/1/30, 54, 15, 21, 26, 2, 
2017/1/31, 52, 21, 15, 30, 5, 
2017/2/1, 62, 28, 7, 34, 4, 
2017/2/2, 75, 14, 25, 25, 2, 
2017/2/3, 46, 16, 28, 21, 2, 
2017/2/4, 36, 9, 27, 12, 2, 
2017/2/5, 30, 9, 35, 13, 2, 
2017/2/6, 27, 11, 34, 23, 2, 
2017/2/7, 31, 16, 28, 26, 2, 
2017/2/8, 44, 10, 34, 26, 3, 
2017/2/9, 30, 20, 19, 40, 4, 
2017/2/10, 56, 25, 5, 33, 3, 
2017/2/11, 68, 13, 22, 26, 3, 
2017/2/12, 46, 37, 22, 23, 2, 
2017/2/13, 52, 21, 30, 21, 1, 
2017/2/14, 37, 20, 23, 32, 3, 
2017/2/15, 50, 16, 26, 30, 4, 
2017/2/16, 46, 21, 24, 31, 4, 
2017/2/17, 53, 28, 17, 36, 4, 
2017/2/18, 67, 31, 16, 36, 4, 
2017/2/19, 78, 25, 31, 24, 4, 
2017/2/20, 68, 20, 29, 30, 5, 
2017/2/21, 60, 20, 29, 34, 6, 
2017/2/22, 56, 43, 24, 40, 6, 
2017/2/23, 72, 99, 8, 36, 5, 
2017/2/24, 144, 59, 24, 30, 4, 
2017/2/25, 87, 21, 32, 29, 3, 
2017/2/26, 47, 33, 28, 25, 2, 
2017/2/27, 72, 30, 30, 21, 2, 
2017/2/28, 55, 15, 28, 22, 2, 
2017/3/1, 30, 19, 30, 28, 2, 
2017/3/2, 52, 29, 25, 33, 2, 
2017/3/3, 64, 24, 29, 33, 3, 
2017/3/4, 58, 7, 31, 18, 2, 
2017/3/5, 24, 9, 25, 19, 2, 
2017/3/6, 34, 12, 31, 25, 3, 
2017/3/7, 33, 13, 34, 27, 3, 
2017/3/8, 35, 36, 19, 44, 4, 
2017/3/9, 64, 36, 22, 50, 5, 
2017/3/10, 72, 38, 30, 51, 5, 
2017/3/11, 72, 32, 32, 37, 4, 
2017/3/12, 66, 17, 37, 19, 2, 
2017/3/13, 34, 24, 36, 15, 3, 
2017/3/14, 23, 22, 31, 23, 4, 
2017/3/15, 47, 22, 37, 24, 3, 
2017/3/16, 52, 21, 38, 25, 3, 
2017/3/17, 56, 19, 41, 30, 4, 
2017/3/18, 44, 25, 36, 34, 4, 
2017/3/19, 55, 28, 40, 35, 4, 
2017/3/20, 61, 22, 42, 27, 4, 
2017/3/21, 52, 21, 32, 23, 2, 
2017/3/22, 54, 13, 34, 22, 2, 
2017/3/23, 28, 9, 31, 24, 2, 
2017/3/24, 30, 13, 27, 26, 3, 
2017/3/25, 43, 15, 30, 27, 2, 
2017/3/26, 51, 8, 35, 16, 2, 
2017/3/27, 28, 11, 35, 23, 2, 
2017/3/28, 32, 18, 38, 32, 1, 
2017/3/29, 52, 22, 37, 36, 3, 
2017/3/30, 54, 27, 39, 38, 3, 
2017/3/31, 61, 22, 35, 32, 2, 
2017/4/1, 55, 10, 41, 20, 1, 
2016/10/2, 59, 33, 37, 29, 4, 
2016/10/3, 58, 34, 38, 37, 5, 
2016/10/4, 67, 41, 37, 43, 5, 
2016/10/5, 66, 55, 38, 45, 6, 
2016/10/6, 72, 46, 40, 48, 6, 
2016/10/7, 72, 32, 35, 42, 5, 
2016/10/8, 61, 30, 35, 43, 5, 
2016/10/9, 63, 30, 41, 29, 4, 
2016/10/10, 66, 22, 33, 27, 5, 
2016/10/11, 52, 29, 43, 35, 4, 
2016/10/12, 56, 19, 33, 19, 4, 
2016/10/13, 55, 14, 24, 23, 3, 
2016/10/14, 40, 16, 21, 24, 3, 
2016/10/15, 47, 21, 33, 30, 4, 
2016/10/16, 57, 21, 33, 31, 4, 
2016/10/17, 56, 25, 18, 34, 5, 
2016/10/18, 64, 18, 21, 26, 4, 
2016/10/19, 52, 24, 12, 32, 5, 
2016/10/20, 67, 27, 8, 30, 5, 
2016/10/21, 72, 27, 14, 29, 5, 
2016/10/22, 66, 25, 10, 25, 5, 
2016/10/23, 67, 10, 21, 13, 4, 
2016/10/24, 35, 12, 22, 23, 4, 
2016/10/25, 41, 23, 18, 29, 5, 
2016/10/26, 49, 53, 12, 37, 6, 
2016/10/27, 79, 49, 16, 38, 7, 
2016/10/28, 80, 46, 16, 35, 6, 
2016/10/29, 81, 36, 23, 38, 5, 
2016/10/30, 75, 24, 26, 42, 7, 
2016/10/31, 61, 29, 17, 47, 6, 
2016/11/1, 65, 30, 27, 38, 5, 
2016/11/2, 74, 37, 19, 39, 5, 
2016/11/3, 79, 43, 15, 44, 6, 
2016/11/4, 78, 30, 7, 34, 4, 
2016/11/5, 68, 19, 22, 19, 3, 
2016/11/6, 62, 24, 30, 21, 3, 
2016/11/7, 82, 14, 26, 26, 4, 
2016/11/8, 46, 13, 28, 28, 4, 
2016/11/9, 37, 12, 28, 20, 3, 
2016/11/10, 34, 26, 18, 41, 5, 
2016/11/11, 63, 32, 9, 42, 6, 
2016/11/12, 75, 30, 8, 34, 5, 
2016/11/13, 76, 26, 22, 28, 6, 
2016/11/14, 66, 11, 25, 24, 5, 
2016/11/15, 30, 16, 24, 31, 7, 
2016/11/16, 38, 28, 14, 41, 7, 
2016/11/17, 62, 41, 8, 52, 9, 
2016/11/18, 88, 40, 10, 41, 6, 
2016/11/19, 92, 33, 19, 31, 3, 
2016/11/20, 84, 13, 20, 19, 1, 
2016/11/21, 43, 11, 27, 22, 1, 
2016/11/22, 29, 17, 15, 33, 2, 
2016/11/23, 47, 14, 15, 28, 3, 
2016/11/24, 43, 16, 20, 31, 2, 
2016/11/25, 48, 13, 16, 29, 2, 
2016/11/26, 44, 11, 16, 28, 2, 
2016/11/27, 40, 11, 17, 24, 2, 
2016/11/28, 38, 17, 26, 21, 3, 
2016/11/29, 34, 18, 11, 31, 4, 
2016/11/30, 50, 12, 22, 27, 2, 
2016/12/1, 36, 14, 26, 28, 3, 
2016/12/2, 39, 24, 13, 35, 3, 
2016/12/3, 62, 22, 14, 28, 3, 
2016/12/4, 62, 10, 20, 21, 2, 
2016/12/5, 35, 14, 16, 23, 3, 
2016/12/6, 41, , , , , 
2016/12/8, 91, 27, 20, 31, 4, 
2016/12/9, 71, 23, 15, 36, 5, 
2016/12/10, 65, 21, 18, 31, 3, 
2016/12/11, 61, 25, 14, 29, 3, 
2016/12/12, 71, 41, 3, 40, 4, 
2016/12/13, 100, 39, 4, 38, 5, 
2016/12/14, 96, 32, 6, 32, 3, 
2016/12/15, 79, 22, 13, 28, 2, 
2016/12/16, 65, 17, 10, 28, 3, 
2016/12/17, 54, 11, 26, 18, 3, 
2016/12/18, 38, 12, 28, 17, 3, 
2016/12/19, 40, 16, 29, 27, 5, 
2016/12/20, 45, 27, 15, 45, 6, 
2016/12/21, 68, 33, 13, 48, 7, 
2016/12/22, 74, 37, 4, 49, 7, 
2016/12/23, 89, 37, 6, 44, 6, 
2016/12/24, 89, 17, 18, 27, 6, 
2016/12/25, 54, 20, 10, 28, 5, 
