date, pm25, o3, no2, so2, co
2017/3/17, 22, 20, 8, , 
2017/3/18, 31, 17, 3, , 
2017/3/19, 32, 18, 2, , 
2017/3/20, 17, 17, 4, , 
2017/3/21, 32, 16, 4, , 
2017/3/22, 35, 18, 2, , 
2017/3/23, 25, 18, 3, , 
2017/3/24, 17, 19, 3, , 
2017/3/25, 30, 19, 3, , 
2017/3/26, 34, 16, 2, , 
2017/3/27, 36, 16, 3, , 
2017/3/28, 24, 17, 5, , 
2017/3/29, 23, 18, 1, , 
2017/3/30, 19, 17, 2, , 
2017/3/31, 15, 15, , , 
2017/4/1, 12, 16, , , 
2016/10/2, 24, 13, 1, , 
2016/10/3, 34, 18, 3, , 
2016/10/4, 33, 17, 2, , 
2016/10/5, 31, 11, , , 
2016/10/6, 20, 10, 1, , 
2016/10/7, 24, 11, , , 
2016/10/8, 18, 15, , , 
2016/10/9, 8, 12, , , 
2016/10/10, 15, 13, 2, , 
2016/10/11, 19, 15, 4, , 
2016/10/12, 22, 15, 5, , 
2016/10/13, 27, 18, 4, , 
2016/10/14, 36, 13, 2, , 
2016/10/15, 15, 15, 3, , 
2016/10/16, 20, 14, 3, , 
2016/10/17, 24, 15, 5, , 
2016/10/18, 42, 16, 4, , 
2016/10/19, 42, 16, 4, , 
2016/10/20, 45, 17, 3, , 
2016/10/21, 45, 12, 2, , 
2016/10/22, 14, 11, 1, , 
2016/10/23, 12, 14, 2, , 
2016/10/24, 20, 18, 2, , 
2016/10/25, 34, 14, 3, , 
2016/10/26, 20, 13, 3, , 
2016/10/27, 21, 14, 4, , 
2016/10/28, 30, 14, 3, , 
2016/10/29, 25, 15, 4, , 
2016/10/30, 38, 17, 2, , 
2016/10/31, 46, 12, 1, , 
2016/11/1, 15, 7, 5, , 
2016/11/2, 25, 11, 6, , 
2016/11/3, 48, 17, 6, , 
2016/11/4, 61, 12, 2, , 
2016/11/5, 15, 14, 5, , 
2016/11/6, 22, 15, 5, , 
2016/11/7, 27, 12, 4, , 
2016/11/8, 17, 11, 5, , 
2016/11/9, 22, 10, 6, , 
2016/11/10, 49, 13, 3, , 
2016/11/11, 12, 14, 4, , 
2016/11/12, 26, 13, 2, , 
2016/11/13, 22, 14, 6, , 
2016/11/14, 34, 8, 9, , 
2016/11/15, 40, 14, 4, , 
2016/11/16, 21, 13, 7, , 
2016/11/17, 49, 13, 6, , 
2016/11/18, 39, 8, 10, , 
2016/11/19, 47, 16, 4, , 
2016/11/20, 47, 13, 1, , 
2016/11/21, 10, 14, 5, , 
2016/11/22, 34, 14, 11, , 
2016/11/23, 40, 10, , , 
2016/11/24, 47, 11, , , 
2016/11/25, 47, 10, , , 
2016/11/26, 57, 10, , , 
2016/11/27, 32, 11, , , 
2016/11/28, 23, 8, 6, , 
2016/11/29, 37, 12, 3, , 
2016/11/30, 25, 9, 3, , 
2016/12/1, 25, 12, 3, , 
2016/12/2, 22, 9, 5, , 
2016/12/3, 29, 10, 4, , 
2016/12/4, 27, 8, 3, , 
2016/12/5, 33, 6, 5, , 
2016/12/6, 24, 7, 3, , 
2016/12/7, 20, 9, 3, , 
2016/12/8, 19, 11, 5, , 
2016/12/9, 29, 11, 2, , 
2016/12/10, 19, 10, 5, , 
2016/12/11, 27, 10, 3, , 
2016/12/12, 27, 9, 6, , 
2016/12/13, 33, 8, 3, , 
2016/12/14, 28, 10, 5, , 
2016/12/15, 32, 15, 1, , 
2016/12/16, 20, 11, 5, , 
2016/12/17, 17, 8, 4, , 
2016/12/18, 31, 8, 2, , 
2016/12/19, 40, 12, 1, , 
2016/12/20, 23, 11, 5, , 
2016/12/21, 22, 9, 10, , 
2016/12/22, 48, 13, 6, , 
2016/12/23, 37, 9, 8, , 
2016/12/24, 43, 7, 6, , 
2016/12/25, 43, 9, 3, , 
2016/12/26, 48, 9, 3, , 
2016/12/27, 30, 9, 3, , 
2016/12/28, 22, 11, 4, , 
2016/12/29, 18, 13, 3, , 
2016/12/30, 16, 13, 3, , 
2016/12/31, 18, 12, 5, , 
2017/1/1, 18, 13, 3, , 
2017/1/2, 32, 10, 1, , 
2016/7/2, 36, 21, 1, , 
2016/7/3, 23, 13, , , 
2016/7/4, 15, 11, 1, , 
2016/7/5, 35, 13, 2, , 
2016/7/6, 25, 19, 2, , 
2016/7/7, 32, 19, 2, , 
2016/7/8, 33, 17, 2, , 
2016/7/9, 32, 19, 1, , 
2016/7/10, 24, 18, 1, , 
2016/7/11, 38, 18, 3, , 
2016/7/12, 45, 20, 1, , 
2016/7/13, 34, 15, 2, , 
2016/7/14, 30, 15, 2, , 
2016/7/15, 42, 18, 2, , 
2016/7/16, 26, 17, 1, , 
2016/7/17, 26, 22, 1, , 
2016/7/18, 29, 19, 2, , 
2016/7/19, 38, 18, 3, , 
2016/7/20, 26, 23, 1, , 
2016/7/21, 33, 32, 3, , 
2016/7/22, 50, 22, 3, , 
2016/7/23, 47, 24, 2, , 
2016/7/24, 48, 26, 1, , 
2016/7/25, 54, 22, 2, , 
2016/7/26, 49, 24, 2, , 
2016/7/27, 48, 31, 3, , 
2016/7/28, 30, 21, 2, , 
2016/7/29, 34, 17, 1, , 
2016/7/30, 14, 15, 3, , 
2016/7/31, 36, 24, 2, , 
2016/8/1, 36, 18, 2, , 
2016/8/2, 42, 15, 2, , 
2016/8/3, 39, 13, , , 
2016/8/4, 15, 11, , , 
2016/8/5, 15, 14, 2, , 
2016/8/6, 19, 18, 2, , 
2016/8/7, 33, 18, 1, , 
2016/8/8, 22, 14, 2, , 
2016/8/9, 26, 14, 1, , 
2016/8/10, 25, 8, 2, , 
2016/8/11, 27, 11, 2, , 
2016/8/12, 29, 10, 2, , 
2016/8/13, 26, 15, 1, , 
2016/8/14, 32, 13, 1, , 
2016/8/15, 29, 20, 2, , 
2016/8/16, 26, 15, 2, , 
2016/8/17, 28, 15, 2, , 
2016/8/18, 22, 18, 2, , 
2016/8/19, 25, 24, 3, , 
2016/8/20, 37, 23, 1, , 
2016/8/21, 28, 13, 1, , 
2016/8/22, 25, 14, 1, , 
2016/8/23, 18, 17, 2, , 
2016/8/24, 30, 25, 3, , 
2016/8/25, 27, 20, 2, , 
2016/8/26, 38, 21, 3, , 
2016/8/27, 56, 20, 1, , 
2016/8/28, 42, 15, 1, , 
2016/8/29, 42, 17, 1, , 
2016/8/30, 35, 23, 3, , 
2016/8/31, 47, 24, 3, , 
2016/9/1, 37, 18, 2, , 
2016/9/2, 39, 12, 1, , 
2016/9/3, 20, 9, , , 
2016/9/4, 18, 17, 1, , 
2016/9/5, 25, 16, 3, , 
2016/9/6, 26, 22, 3, , 
2016/9/7, 40, 15, 4, , 
2016/9/8, 50, 18, 4, , 
2016/9/9, 52, 22, 4, , 
2016/9/10, 53, 16, 3, 1, 
2016/9/11, 62, 14, 1, , 
2016/9/12, 36, 15, 2, , 
2016/9/13, 23, 19, 3, , 
2016/9/14, 37, 24, 2, , 
2016/9/15, 42, 10, 2, , 
2016/9/16, 30, 14, , , 
2016/9/17, 17, 18, , , 
2016/9/18, 22, 12, , , 
2016/9/19, 21, 8, 1, , 
2016/9/20, 15, 9, 1, , 
2016/9/21, 21, 9, 1, , 
2016/9/22, 23, 12, 1, , 
2016/9/23, 28, 24, 3, , 
2016/9/24, 32, 22, 3, , 
2016/9/25, 51, 13, , , 
2016/9/26, 22, 11, 4, , 
2016/9/27, 24, 8, 3, , 
2016/9/28, 35, 13, 2, , 
2016/9/29, 27, 12, , , 
2016/9/30, 12, 8, , , 
2016/10/1, 8, 11, 1, , 
2016/4/2, 17, 16, 1, , 
2016/4/3, 15, 18, 1, , 
2016/4/4, 15, 21, 2, , 
2016/4/5, 25, 12, 1, , 
2016/4/6, 20, , 4, , 
2016/4/7, 20, 15, 2, , 
2016/4/8, 13, 17, 2, , 
2016/4/9, 13, 17, 1, , 
2016/4/10, 20, 18, 2, , 
2016/4/11, 22, 20, 2, , 
2016/4/12, 26, 16, , , 
2016/4/13, 27, 18, , , 
2016/4/14, 19, 21, , , 
2016/4/15, 16, 21, , , 
2016/4/16, 16, 23, , , 
2016/4/17, 21, 24, , , 
2016/4/18, 24, 25, 2, , 
2016/4/19, 36, 29, 4, , 
2016/4/20, 38, 20, , , 
2016/4/21, 14, 22, 3, , 
2016/4/22, 33, 16, 2, , 
2016/4/23, 29, 19, 1, , 
2016/4/24, 19, 21, 1, , 
2016/4/25, 16, 21, 2, , 
2016/4/26, 32, 23, 2, , 
2016/4/27, 38, 12, 2, , 
2016/4/28, 30, 10, , , 
2016/4/29, 15, 13, , , 
2016/4/30, 11, 14, , , 
2016/5/1, 18, 12, 1, , 
2016/5/2, 20, 14, 3, , 
2016/5/3, 27, 18, 2, , 
2016/5/4, 10, 15, , , 
2016/5/5, 10, 10, 1, , 
2016/5/6, 12, 11, 2, , 
2016/5/7, 12, 16, 1, , 
2016/5/8, 14, 18, 2, , 
2016/5/9, 33, 19, 2, , 
2016/5/10, 33, 15, 1, , 
2016/5/11, 38, 12, 1, , 
2016/5/12, 38, 11, 1, , 
2016/5/13, 33, 13, 2, , 
2016/5/14, 28, 18, 3, , 
2016/5/15, 18, 18, 1, , 
2016/5/16, 14, 20, 3, , 
2016/5/17, 23, 11, 4, , 
2016/5/18, 27, 15, 1, , 
2016/5/19, 15, 18, 2, , 
2016/5/20, 27, 25, 2, , 
2016/5/21, 27, 19, 1, , 
2016/5/22, 14, 15, 1, , 
2016/5/23, 12, 19, 1, , 
2016/5/24, 17, 20, 3, , 
2016/5/25, 32, 23, 3, , 
2016/5/26, 38, 27, 4, , 
2016/5/27, 54, 23, 2, , 
2016/5/28, 53, 24, 2, , 
2016/5/29, 40, 10, 1, , 
2016/5/30, 21, 9, 1, , 
2016/5/31, 31, 16, 1, , 
2016/6/1, 14, 17, 1, , 
2016/6/2, 14, 13, 1, , 
2016/6/3, 18, 25, 2, , 
2016/6/4, 27, 14, 1, , 
2016/6/5, 25, 14, 1, , 
2016/6/6, 22, 17, 1, , 
2016/6/7, 22, 23, 1, , 
2016/6/8, 24, 18, 2, , 
2016/6/9, 15, 21, 3, , 
2016/6/10, 20, 23, 2, , 
2016/6/11, 25, 22, 2, , 
2016/6/12, 40, 24, 1, , 
2016/6/13, 39, 18, 1, , 
2016/6/14, 12, 22, 2, , 
2016/6/15, 24, 22, 2, , 
2016/6/16, 32, 23, 2, , 
2016/6/17, 36, , , , 
2016/6/22, 38, 21, 2, , 
2016/6/23, 32, 16, 2, , 
2016/6/24, 29, 22, 2, , 
2016/6/25, 24, 19, , , 
2016/6/26, 26, 18, 1, , 
2016/6/27, 27, 19, 3, , 
2016/6/28, 37, 15, 3, , 
2016/6/29, 34, 21, 1, , 
2016/6/30, 20, 19, 1, , 
2016/7/1, 33, 19, 4, , 
2016/1/5, 23, 12, 3, , 
2016/1/6, 23, 9, 9, , 
2016/1/7, 38, 11, 3, , 
2016/1/8, 28, 5, 3, , 
2016/1/9, 30, 8, 4, , 
2016/1/10, 31, 12, 1, , 
2016/1/11, 10, 12, 4, , 
2016/1/12, 16, 13, 5, , 
2016/1/13, 21, 15, 4, , 
2016/1/14, 18, 15, 8, , 
2016/1/15, 33, 12, 7, , 
2016/1/16, 41, 13, 2, , 
2016/1/17, 25, 9, 3, , 
2016/1/18, 25, 14, 1, , 
2016/1/19, 20, 12, 3, , 
2016/1/20, 23, 9, 7, , 
2016/1/21, 32, 12, 4, , 
2016/1/22, 33, 12, 3, , 
2016/1/23, 30, 15, 2, , 
2016/1/24, 13, 16, 3, , 
2016/1/25, 23, 12, 12, , 
2016/1/26, 50, 14, 8, , 
2016/1/27, 41, 11, 5, , 
2016/1/28, 38, 6, 12, , 
2016/1/29, 42, 14, 5, , 
2016/1/30, 29, 13, 8, , 
2016/1/31, 30, 18, 5, , 
2016/2/1, 40, 15, 5, , 
2016/2/2, 39, 14, 2, , 
2016/2/3, 25, 11, 4, , 
2016/2/4, 23, 10, 3, , 
2016/2/5, 17, 12, 2, , 
2016/2/6, 25, 12, 7, , 
2016/2/7, 36, 13, 6, , 
2016/2/8, 31, 13, 4, , 
2016/2/9, 37, 11, 3, , 
2016/2/10, 22, 11, 3, , 
2016/2/11, 20, 14, 2, , 
2016/2/12, 13, 12, 5, , 
2016/2/13, 14, 15, 2, , 
2016/2/14, 21, 15, 3, , 
2016/2/15, 20, 12, 2, , 
2016/2/16, 19, 15, 4, , 
2016/2/17, 14, 13, 5, , 
2016/2/18, 34, 15, 4, , 
2016/2/19, 34, 14, 7, , 
2016/2/20, 20, 16, 3, , 
2016/2/21, 51, 12, 5, , 
2016/2/22, 66, 12, 2, , 
2016/2/23, 37, 10, 2, , 
2016/2/24, 12, 12, 3, , 
2016/2/25, 14, 12, 1, , 
2016/2/26, 10, 15, 2, , 
2016/2/27, 15, 15, 6, , 
2016/2/28, 29, 19, 5, , 
2016/2/29, 34, 18, 4, , 
2016/3/1, 36, 19, 5, , 
2016/3/2, 41, 16, 1, , 
2016/3/3, 23, 14, 3, , 
2016/3/4, 22, 13, 2, , 
2016/3/5, 31, 11, 5, 1, 
2016/3/6, 55, 15, 3, , 
2016/3/7, 53, 15, 5, , 
2016/3/8, 46, 20, 6, , 
2016/3/9, 43, 19, 4, , 
2016/3/10, 53, 16, 2, , 
2016/3/11, 43, 20, 2, , 
2016/3/12, 34, 15, 3, , 
2016/3/13, 28, 14, 2, , 
2016/3/14, 46, 12, 1, , 
2016/3/15, 25, 13, 2, , 
2016/3/16, 14, 18, 4, , 
2016/3/17, 37, 19, 4, , 
2016/3/18, 25, 18, 5, , 
2016/3/19, 23, 13, 2, , 
2016/3/20, 24, 13, 1, , 
2016/3/21, 24, 18, 3, , 
2016/3/22, 27, 19, 5, , 
2016/3/23, 34, 23, 3, , 
2016/3/24, 56, 23, 3, , 
2016/3/25, 61, 16, 1, , 
2016/3/26, 34, 15, 1, , 
2016/3/27, 31, 13, , , 
2016/3/28, 17, 18, 1, , 
2016/3/29, 15, 18, 2, , 
2016/3/30, 25, 20, 3, , 
2016/3/31, 26, 19, 2, , 
2016/4/1, 28, 17, 2, , 
2015/10/2, 4, 6, 1, , 
2015/10/3, 4, 7, , , 
2015/10/4, 7, 8, , , 
2015/10/5, 8, 12, 1, , 
2015/10/6, 22, 16, 4, , 
2015/10/7, 25, 13, 4, , 
2015/10/8, 31, 20, 4, , 
2015/10/9, 53, 16, 4, , 
2015/10/10, 43, 11, 1, , 
2015/10/11, 17, 15, 2, , 
2015/10/12, 22, 16, 4, , 
2015/10/13, 30, 16, 3, , 
2015/10/14, 33, 13, 4, , 
2015/10/15, 25, 14, 5, , 
2015/10/16, 22, 8, 7, , 
2015/10/17, 29, 14, 3, , 
2015/10/18, 27, 14, 3, , 
2015/10/19, 18, 14, 5, , 
2015/10/20, 19, 16, 6, , 
2015/10/21, 34, 19, 6, , 
2015/10/22, 46, 19, 7, , 
2015/10/23, 43, 19, 4, , 
2015/10/24, 48, 15, 2, , 
2015/10/25, 17, 10, 3, , 
2015/10/26, 31, 10, 2, , 
2015/10/27, 12, 6, 2, , 
2015/10/28, 15, 10, 1, , 
2015/10/29, 9, 11, 4, , 
2015/10/30, 21, 11, 3, , 
2015/10/31, 18, 9, 4, , 
2015/11/1, 28, 8, 3, , 
2015/11/2, 42, 6, 4, , 
2015/11/3, 44, 16, 3, , 
2015/11/4, 35, 16, 5, , 
2015/11/5, 36, 9, 4, , 
2015/11/6, 30, 7, 2, , 
2015/11/7, 24, 6, 3, , 
2015/11/8, 23, 12, 2, , 
2015/11/9, 22, 8, 3, , 
2015/11/10, 18, 10, 3, , 
2015/11/11, 6, 11, 4, , 
2015/11/12, 14, 13, 4, , 
2015/11/13, 23, 14, 5, , 
2015/11/14, 18, 13, 4, , 
2015/11/15, 18, 13, 5, , 
2015/11/16, 33, 13, 9, , 
2015/11/17, 36, 15, 6, , 
2015/11/18, 42, 13, 1, , 
2015/11/19, 16, 12, 4, , 
2015/11/20, 13, 13, 3, , 
2015/11/21, 15, 13, 6, , 
2015/11/22, 21, 12, 2, , 
2015/11/23, 19, 14, 4, , 
2015/11/24, 19, 12, 9, , 
2015/11/25, 33, 14, 6, , 
2015/11/26, 39, 13, 5, , 
2015/11/27, 31, 11, 6, , 
2015/11/28, 24, 8, 6, , 
2015/11/29, 30, 6, 2, , 
2015/11/30, 28, 6, 3, , 
2015/12/1, 14, 2, 5, , 
2015/12/2, 16, 3, 4, , 
2015/12/3, 21, 10, 2, , 
2015/12/4, 18, 10, 6, , 
2015/12/5, 40, 10, 5, , 
2015/12/6, 48, 8, 6, , 
2015/12/7, 52, 2, 8, , 
2015/12/8, 58, 12, 6, 1, 
2015/12/9, 55, 12, 6, , 
2015/12/10, 44, 9, 8, , 
2015/12/11, 51, 13, 8, , 
2015/12/12, 62, 8, 8, , 
2015/12/13, 58, 10, 6, , 
2015/12/14, 49, 11, 3, , 
2015/12/15, 18, 12, 3, , 
2015/12/16, 9, 6, 3, , 
2015/12/17, 12, 1, 5, , 
2015/12/18, 15, 7, 2, , 
2015/12/19, 19, 13, 4, , 
2015/12/20, 18, 10, 6, , 
2015/12/21, 36, 11, 6, , 
2015/12/22, 23, 5, 6, , 
2015/12/23, 32, 8, 3, , 
2015/12/24, 14, 8, 3, , 
2015/12/25, 20, 8, 1, , 
2015/12/26, 34, 7, 1, , 
2015/12/27, 21, 9, 1, , 
2015/12/28, 16, 9, , , 
2015/12/29, 9, 6, 4, , 
2015/12/30, 20, 3, 3, , 
2015/12/31, 13, 4, 2, , 
2016/1/1, 17, , , , 
2016/1/4, 25, 13, 2, , 
2015/7/2, 54, 19, 3, , 
2015/7/3, 80, 22, 2, , 
2015/7/4, 64, 16, 1, , 
2015/7/5, 43, 15, 2, , 
2015/7/6, 45, 14, 3, , 
2015/7/7, 28, 20, 3, , 
2015/7/8, 60, 14, 2, , 
2015/7/9, 51, 12, 2, , 
2015/7/10, 38, 16, 2, , 
2015/7/11, 16, 14, 2, , 
2015/7/12, 24, 22, 1, , 
2015/7/13, 42, 18, 3, , 
2015/7/14, 40, 17, 2, , 
2015/7/15, 19, 19, 2, , 
2015/7/16, 23, 18, 1, , 
2015/7/17, 23, 23, 2, , 
2015/7/18, 33, 20, 2, , 
2015/7/19, 39, 21, 2, , 
2015/7/20, 42, 22, 2, , 
2015/7/21, 37, 16, 3, , 
2015/7/22, 32, 18, 1, , 
2015/7/23, 19, 22, 3, , 
2015/7/24, 40, 25, 2, , 
2015/7/25, 44, 29, 4, , 
2015/7/26, 51, 24, 2, , 
2015/7/27, 53, 16, 3, , 
2015/7/28, 56, 16, 4, , 
2015/7/29, 52, 12, 4, 1, 
2015/7/30, 30, 15, 2, , 
2015/7/31, 31, 23, 2, , 
2015/8/1, 28, 22, 3, , 
2015/8/2, 32, 21, 2, , 
2015/8/3, 32, 22, 4, , 
2015/8/4, 48, 19, 2, , 
2015/8/5, 49, 20, 3, , 
2015/8/6, 46, 20, 1, , 
2015/8/7, 35, 15, 1, , 
2015/8/8, 23, 13, 1, , 
2015/8/9, 18, 24, 2, , 
2015/8/10, 27, 12, 3, , 
2015/8/11, 34, 16, 2, , 
2015/8/12, 27, 15, 2, , 
2015/8/13, 16, 18, 3, , 
2015/8/14, 23, 23, 3, , 
2015/8/15, 25, 24, 2, , 
2015/8/16, 35, 22, 2, , 
2015/8/17, 37, 31, 3, , 
2015/8/18, 46, 19, 3, , 
2015/8/19, 49, 15, 2, , 
2015/8/20, 27, 14, 2, , 
2015/8/21, 27, 22, 1, , 
2015/8/22, 19, 22, 2, , 
2015/8/23, 25, 25, 2, , 
2015/8/24, 35, 20, 4, , 
2015/8/25, 48, 22, 2, , 
2015/8/26, 43, 21, 2, , 
2015/8/27, 38, 19, 2, , 
2015/8/28, 31, 22, 3, , 
2015/8/29, 36, 22, 3, , 
2015/8/30, 32, 24, 3, , 
2015/8/31, 41, 15, 3, , 
2015/9/1, 34, 22, 2, , 
2015/9/2, 25, 23, 4, , 
2015/9/3, 51, 29, 4, , 
2015/9/4, 56, 25, 3, , 
2015/9/5, 77, 13, , , 
2015/9/6, 60, 11, , , 
2015/9/7, 28, 15, 1, , 
2015/9/8, 33, 18, 3, , 
2015/9/9, 34, 16, 2, , 
2015/9/10, 22, 13, 3, , 
2015/9/11, 28, 19, 2, , 
2015/9/12, 13, 12, 3, , 
2015/9/13, 25, 12, 1, , 
2015/9/14, 16, 17, 3, , 
2015/9/15, 21, 25, 4, , 
2015/9/16, 36, 25, 5, , 
2015/9/17, 43, 25, 4, , 
2015/9/18, 43, 25, 3, , 
2015/9/19, 42, 16, 2, , 
2015/9/20, 25, 16, 1, , 
2015/9/21, 20, 9, 1, , 
2015/9/22, 17, 14, 1, , 
2015/9/23, 24, 15, 1, , 
2015/9/24, 26, 19, 1, , 
2015/9/25, 21, 15, , , 
2015/9/26, 24, 11, , , 
2015/9/27, 17, 12, , , 
2015/9/28, 21, 12, , , 
2015/9/29, 25, 9, 1, , 
2015/9/30, 20, 11, 2, , 
2015/10/1, 14, 7, 1, , 
2015/4/2, 25, 21, 4, , 
2015/4/3, 22, 17, 3, , 
2015/4/4, 31, 17, 1, , 
2015/4/5, 15, 19, 4, , 
2015/4/6, 17, 19, 3, , 
2015/4/7, 27, 12, 4, , 
2015/4/8, 36, 11, 2, , 
2015/4/9, 16, 11, 1, , 
2015/4/10, 13, 14, 2, , 
2015/4/11, 21, 21, 2, , 
2015/4/12, 20, 22, 3, , 
2015/4/13, 23, 20, 3, , 
2015/4/14, 24, 14, 3, , 
2015/4/15, 23, 19, 2, , 
2015/4/16, 13, 20, 3, , 
2015/4/17, 20, 16, 4, , 
2015/4/18, 24, 22, 2, , 
2015/4/19, 32, 19, 1, , 
2015/4/20, 32, 15, 3, , 
2015/4/21, 17, 18, 2, , 
2015/4/22, 18, 20, 4, , 
2015/4/23, 23, 20, 2, , 
2015/4/24, 18, 20, 3, , 
2015/4/25, 22, 15, 2, , 
2015/4/26, 24, 19, 1, , 
2015/4/27, 23, 18, 3, , 
2015/4/28, 23, 18, 2, , 
2015/4/29, 19, 22, 5, , 
2015/4/30, 29, 17, 4, , 
2015/5/1, 34, 14, 1, , 
2015/5/2, 18, 19, 3, , 
2015/5/3, 22, 24, 3, , 
2015/5/4, 31, 23, 3, , 
2015/5/5, 42, 23, 2, , 
2015/5/6, 38, 24, 3, , 
2015/5/7, 36, 20, 3, , 
2015/5/8, 28, 22, 1, , 
2015/5/9, 29, 16, , , 
2015/5/10, 20, 16, , , 
2015/5/11, 31, 15, 1, , 
2015/5/12, 30, 19, 2, , 
2015/5/13, 37, 18, 1, , 
2015/5/14, 21, 20, 1, , 
2015/5/15, 22, 20, 3, , 
2015/5/16, 27, 21, 2, , 
2015/5/17, 48, 19, 2, , 
2015/5/18, 48, 18, 3, , 
2015/5/19, 41, 17, 2, , 
2015/5/20, 23, 21, 1, , 
2015/5/21, 26, 12, 1, , 
2015/5/22, 15, 21, 2, , 
2015/5/23, 24, 24, 2, , 
2015/5/24, 26, 22, 2, , 
2015/5/25, 32, 22, 2, , 
2015/5/26, 35, 16, 3, , 
2015/5/27, 31, 16, 2, , 
2015/5/28, 21, 22, 2, , 
2015/5/29, 33, 17, 2, , 
2015/5/30, 28, 14, 2, , 
2015/5/31, 20, 13, 1, , 
2015/6/1, 33, 15, 2, , 
2015/6/2, 26, 12, 2, , 
2015/6/3, 21, 7, 1, , 
2015/6/4, 4, 8, , , 
2015/6/5, 4, 11, 1, , 
2015/6/6, 13, 21, 1, , 
2015/6/7, 26, 19, 1, , 
2015/6/8, 23, 19, 2, , 
2015/6/9, 30, 19, 2, , 
2015/6/10, 26, 26, 3, , 
2015/6/11, 66, 22, 4, , 
2015/6/12, 59, 17, 2, , 
2015/6/13, 31, 19, 2, , 
2015/6/14, 43, 21, 1, , 
2015/6/15, 37, 12, 2, , 
2015/6/16, 35, 13, 2, , 
2015/6/17, 33, 17, 1, , 
2015/6/18, 26, 14, 2, , 
2015/6/19, 36, 15, 2, , 
2015/6/20, 45, 19, 2, , 
2015/6/21, 44, 15, 1, , 
2015/6/22, 30, 25, 2, , 
2015/6/23, 41, 16, 3, , 
2015/6/24, 64, 21, 1, , 
2015/6/25, 27, 26, 4, , 
2015/6/26, 45, 17, 2, , 
2015/6/27, 31, 15, 1, , 
2015/6/28, 19, 18, 1, , 
2015/6/29, 11, 21, 3, , 
2015/6/30, 27, 22, 3, , 
2015/7/1, 40, 23, 2, , 
2015/1/2, 19, 9, 7, , 
2015/1/3, 34, 9, 3, , 
2015/1/4, 31, 9, 2, , 
2015/1/5, 18, 12, 2, , 
2015/1/6, 21, 11, 4, , 
2015/1/7, 20, 13, 4, , 
2015/1/8, 29, 12, 4, , 
2015/1/9, 17, 12, 5, , 
2015/1/10, 28, 13, 6, , 
2015/1/11, 34, 11, 8, 1, 
2015/1/12, 41, 4, 10, , 
2015/1/13, 41, 11, 2, , 
2015/1/14, 33, 8, 5, , 
2015/1/15, 33, 5, 7, , 
2015/1/16, 47, 12, 6, , 
2015/1/17, 38, 12, 4, , 
2015/1/18, 36, 10, 5, , 
2015/1/19, 29, 12, 6, , 
2015/1/20, 20, 9, 6, , 
2015/1/21, 31, 8, 4, , 
2015/1/22, 38, 7, 6, , 
2015/1/23, 47, 7, 6, , 
2015/1/24, 35, 8, 3, , 
2015/1/25, 20, 12, 4, , 
2015/1/26, 29, 10, 3, , 
2015/1/27, 30, 11, 3, , 
2015/1/28, 29, 14, 3, , 
2015/1/29, 26, 10, 9, 1, 
2015/1/30, 34, 13, 3, , 
2015/1/31, 30, 14, 5, , 
2015/2/1, 21, 12, 5, 1, 
2015/2/2, 35, 13, 2, , 
2015/2/3, 22, 13, 6, , 
2015/2/4, 29, 14, 5, , 
2015/2/5, 27, 15, 3, , 
2015/2/6, 33, 13, 6, , 
2015/2/7, 26, 14, 7, , 
2015/2/8, 41, 19, 5, , 
2015/2/9, 63, 14, 3, , 
2015/2/10, 52, 10, 4, , 
2015/2/11, 23, 13, 3, , 
2015/2/12, 30, 10, 6, , 
2015/2/13, 38, 14, 3, , 
2015/2/14, 20, 14, 4, , 
2015/2/15, 17, 14, 1, , 
2015/2/16, 31, 12, 3, , 
2015/2/17, 21, 13, 3, , 
2015/2/18, 35, 15, 5, 1, 
2015/2/19, 55, 15, 2, , 
2015/2/20, 34, 14, 6, 1, 
2015/2/21, 48, 11, 7, , 
2015/2/22, 43, 13, 6, , 
2015/2/23, 42, 16, 3, , 
2015/2/24, 48, 14, 4, 1, 
2015/2/25, 25, 16, 5, , 
2015/2/26, 36, 16, 4, , 
2015/2/27, 48, 12, 8, 1, 
2015/2/28, 63, 15, 2, 1, 
2015/3/1, 39, 12, 6, , 
2015/3/2, 39, 17, 4, , 
2015/3/3, 37, 13, 5, , 
2015/3/4, 40, 9, 5, , 
2015/3/5, 27, 15, 3, , 
2015/3/6, 19, 15, 2, 1, 
2015/3/7, 26, 17, 7, , 
2015/3/8, 31, 19, 5, , 
2015/3/9, 25, 17, 9, , 
2015/3/10, 31, 7, 11, , 
2015/3/11, 51, 8, 5, , 
2015/3/12, 32, 19, 2, , 
2015/3/13, 20, 18, 5, , 
2015/3/14, 18, 9, 4, , 
2015/3/15, 14, 18, 2, , 
2015/3/16, 15, 14, 8, , 
2015/3/17, 26, 18, 6, , 
2015/3/18, 27, 18, 3, , 
2015/3/19, 24, 17, 5, , 
2015/3/20, 14, 16, 2, , 
2015/3/21, 11, 15, 3, , 
2015/3/22, 16, 17, 2, , 
2015/3/23, 34, 17, 1, , 
2015/3/24, 17, 16, 2, , 
2015/3/25, 24, 14, 5, , 
2015/3/26, 26, 15, 6, , 
2015/3/27, 26, 14, 2, , 
2015/3/28, 19, 16, 1, , 
2015/3/29, 21, 19, 2, , 
